timestamp	spiral_iter	ralph_iter	story_id	story_title	status	duration_sec	model	retry_num	commit_sha	run_id	cache_hit	cache_read_tokens	cache_creation_tokens	review_tokens	wall_seconds	user_cpu_s	sys_cpu_s	peak_rss_kb	batch_id	decompose_secs	impl_secs	verify_secs	retry_escalation_count	failure_root_cause	failed_files
2026-03-22T21:25:38Z	10	1	US-082	Add database transaction wrapping for booking workflow execution with automatic rollback	reject	741	haiku	1		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:00:25Z	12	1	US-136	Add database row-level isolation tests for profile separation	reject	608	haiku	1		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:21:40Z	13	2	US-149	Implement idempotent booking confirmation with idempotency keys	reject	235	opus	1		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:23:36Z	13	3	US-149	Implement idempotent booking confirmation with idempotency keys	reject	112	sonnet	2		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:29:05Z	26	1	US-149	Implement idempotent booking confirmation with idempotency keys	reject	853	sonnet	3		69c018ad425	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:41:26Z	27	1	US-089	Implement multi-profile conversation isolation unit tests with cross-contamination assertions	reject	566	haiku	1		69c018ad425	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:42:54Z	16	1	US-089	Implement multi-profile conversation isolation unit tests with cross-contamination assertions	reject	404	haiku	2		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T22:59:23Z	17	1	US-155	Implement WhatsApp opt-in consent tracking and enforcement	reject	462	haiku	1		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T23:30:40Z	20	1	US-157	Implement automated data retention policy enforcement via cron	reject	366	haiku	1		69c040202db3	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-22T23:56:44Z	30	1	US-093	Add conversation topic drift detector to prevent off-topic context in AI inference	reject	612	haiku	1		69c018ad425	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T00:00:55Z	2	1	US-093	Add conversation topic drift detector to prevent off-topic context in AI inference	reject	482	haiku	2		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T00:06:48Z	2	2	US-093	Add conversation topic drift detector to prevent off-topic context in AI inference	reject	344	opus	3		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T00:34:22Z	5	1	US-097	Integrate contamination detection into GitHub Actions CI pipeline	reject	277	haiku	1		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T00:54:43Z	6	1	US-098	Build per-profile intent classifier baseline accuracy tracker	reject	572	haiku	1		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T00:55:21Z	32	1	US-098	Build per-profile intent classifier baseline accuracy tracker	reject	588	haiku	2		69c018ad425	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T01:19:22Z	9	1	US-105	Add context-aware fallback response selection based on confidence and conversation history	reject	457	haiku	1		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T02:01:09Z	12	1	US-108	Add Makan Moments seasonal promotion inquiry intent	reject	556	haiku	1		69c07d71389c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T02:14:53Z	36	1	US-113	Persist individual intent prediction confidence scores with classification outcome tracking	reject	389	sonnet	1		69c018ad425	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T02:16:34Z	2	1	US-113	Persist individual intent prediction confidence scores with classification outcome tracking	reject	283	sonnet	2		69c09f387f10	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T03:21:44Z	6	1	US-119	Implement guest language preference persistence across conversation turns	reject	580	haiku	1		69c09f387f10	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T03:40:48Z	8	1	US-120	Implement workflow step execution timeout with automatic rollback	reject	530	haiku	1		69c09f387f10	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T03:44:23Z	3	1	US-120	Implement workflow step execution timeout with automatic rollback	reject	419	haiku	2		69c0adf741ef	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T04:10:21Z	4	1	US-122	Build intent classification decision tracer logging top-3 candidates with confidence breakdown	reject	586	haiku	1		69c0adf741ef	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T04:40:14Z	11	1	US-196	Build Profile Data Contamination Scanner CLI with Pre-Deploy Report	reject	720	haiku	1		69c09f387f10	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T04:46:45Z	6	1	US-196	Build Profile Data Contamination Scanner CLI with Pre-Deploy Report	reject	677	haiku	2		69c0adf741ef	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T05:03:38Z	14	1	US-131	Generate intent classification confusion matrix from production logs	reject	318	haiku	1		69c09f387f10	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T08:10:48Z	1	1	US-158	Intent classifier accuracy regression alert system	reject	279	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T08:40:38Z	3	1	US-160	Profile-aware message routing validation middleware preventing cross-profile contamination	reject	440	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T08:57:22Z	5	1	US-161	Audit and report orphaned intent-keywords.json entries preventing keyword-based classification	reject	414	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T09:37:47Z	2	1	US-207	Add intent classification hard-case queue for manual product review	reject	707	haiku	1		69c105036803	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T09:41:23Z	8	1	US-207	Add intent classification hard-case queue for manual product review	reject	620	haiku	2		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T09:57:51Z	9	1	US-208	Implement conversation message relevance scorer to prune stale context	reject	563	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:03:20Z	1	1	US-208	Implement conversation message relevance scorer to prune stale context	reject	695	haiku	2		69c10c9b72c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:05:17Z	1	1	US-208	Implement conversation message relevance scorer to prune stale context	reject	746	haiku	3		69c10cf153fb	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:06:09Z	4	1	US-208	Implement conversation message relevance scorer to prune stale context	reject	666	haiku	4		69c105036803	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:19:44Z	5	1	US-212	Intent Classification Escalation Queue with Low-Confidence Auto-Flagging	reject	251	sonnet	1		69c105036803	false	0	0	0	0	0	0	0		0	0	0	0
2026-03-23T10:13:42Z	10	1	US-209	Add booking workflow step failure recovery with typed error messages	reject	507	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0
2026-03-23T10:35:43Z	3	1	US-213	Intent Keyword Suggestion Engine from Escalated Conversation Analysis	reject	658	sonnet	1		69c10c9b72c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:37:22Z	11	1	US-213	Intent Keyword Suggestion Engine from Escalated Conversation Analysis	reject	564	sonnet	2		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T10:39:14Z	4	1	US-213	Intent Keyword Suggestion Engine from Escalated Conversation Analysis	reject	680	sonnet	3		69c10cf153fb	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T11:17:11Z	13	1	US-217	Booking Workflow Cancellation State Machine Test Suite	reject	817	sonnet	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T11:36:26Z	14	1	US-223	Knowledge Base Content Validator with Profile Isolation Enforcement	reject	585	haiku	1		69c0f3eb28cc	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T11:37:49Z	9	1	US-223	Knowledge Base Content Validator with Profile Isolation Enforcement	reject	401	haiku	2		69c105036803	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T11:40:08Z	7	1	US-223	Knowledge Base Content Validator with Profile Isolation Enforcement	reject	597	haiku	3		69c10c9b72c	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T15:30:51Z	1	1	US-226	Booking Intent Classification Failure Logger with Recovery Suggestions	reject	412	sonnet	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T15:51:57Z	2	1	US-227	Profile Data File Integrity Validator CLI with Cross-Contamination Detection	reject	487	haiku	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T16:08:17Z	3	1	US-228	Booking Workflow Step Pre-Execution Validation with Actionable Error Messages	reject	298	haiku	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T16:26:18Z	4	1	US-236	Intent Classification Accuracy Auto-Rollback System	reject	307	haiku	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T16:42:21Z	5	1	US-237	Multi-Turn Booking Clarification Dialog Manager	reject	318	sonnet	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T17:03:43Z	6	1	US-238	Profile Isolation Violations Auto-Repair Tool	reject	393	haiku	1		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T17:08:40Z	6	2	US-238	Profile Isolation Violations Auto-Repair Tool	reject	234	sonnet	2		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T17:42:54Z	1	2	US-247	Build intent classification confidence baseline tracker with per-profile regression detection	reject	345	sonnet	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T17:45:04Z	9	1	US-247	Build intent classification confidence baseline tracker with per-profile regression detection	reject	315	sonnet	2		69c15a5064f4	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T18:26:50Z	3	2	US-280	Low-Confidence Intent Archival System with QA Review Endpoint	reject	203	opus	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T18:44:42Z	4	1	US-285	Fallback Response Template A/B Test Analysis CLI	reject	466	haiku	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T18:46:05Z	3	1	US-285	Fallback Response Template A/B Test Analysis CLI	reject	571	haiku	2		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T19:05:03Z	5	1	US-290	Booking Workflow Step Execution Dry-Run Endpoint	reject	449	haiku	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T19:05:06Z	4	1	US-290	Booking Workflow Step Execution Dry-Run Endpoint	reject	390	haiku	2		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T19:09:36Z	5	2	US-290	Booking Workflow Step Execution Dry-Run Endpoint	reject	248	sonnet	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T19:35:50Z	5	2	US-308	Conversation Context Relevance Reranker for Multi-Turn Booking Dialogs	reject	641	opus	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T19:39:55Z	7	1	US-308	Conversation Context Relevance Reranker for Multi-Turn Booking Dialogs	reject	499	sonnet	2		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T19:55:13Z	8	1	US-309	Booking Workflow Step Execution Trace Logger	reject	253	sonnet	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T20:00:03Z	8	2	US-309	Booking Workflow Step Execution Trace Logger	reject	275	sonnet	2		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T20:39:55Z	10	1	US-323	Intent Keyword Auto-Miner from Production Misclassifications	reject	504	haiku	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T20:43:39Z	11	1	US-323	Intent Keyword Auto-Miner from Production Misclassifications	reject	722	haiku	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T21:00:04Z	12	1	US-324	Booking Workflow Step Timeout Handler with Graceful Fallback Responses	reject	454	sonnet	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T21:00:37Z	12	2	US-324	Booking Workflow Step Timeout Handler with Graceful Fallback Responses	reject	193	sonnet	2		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T21:17:42Z	13	1	US-327	Build Intent Keyword Freshness Analyzer CLI for Coverage Gap Detection	reject	332	haiku	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T21:37:10Z	14	1	US-328	Summarize Long Conversation History to Prevent Multi-Turn Token Breaches	reject	555	haiku	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T22:07:46Z	17	2	US-338	Intent Classification Regression Test Dataset Generator	reject	299	haiku	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T22:14:22Z	16	1	US-342	Context-Aware Fallback Response Generator from Escalation Patterns	reject	400	haiku	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T22:24:33Z	18	1	US-343	Live Message Routing Integrity Audit Endpoint	reject	395	sonnet	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T22:29:54Z	17	1	US-343	Live Message Routing Integrity Audit Endpoint	reject	363	sonnet	2		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T22:50:32Z	20	2	US-347	WhatsApp Send Failure SMS Fallback Gateway	reject	254	sonnet	1		69c178b35df7	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-23T22:51:31Z	18	2	US-347	WhatsApp Send Failure SMS Fallback Gateway	reject	339	opus	2		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T23:07:44Z	19	1	US-350	Profile-Aware Fallback Response Context Matcher	reject	365	haiku	1		69c1803c7a64	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T23:19:19Z	2	1	US-351	Profile Isolation Enforcement Runtime Middleware	reject	338	sonnet	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-23T23:39:14Z	1	1	US-352	Booking Workflow Step Failure Recovery with Structured Error Output	reject	291	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T00:12:14Z	6	1	US-354	Booking Workflow Step Input Schema Validator with Pre-Execution Type Check	reject	318	haiku	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T00:25:37Z	4	1	US-355	Intent Classifier Offline Evaluation CLI with Production Log Replay	reject	252	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T00:31:19Z	7	1	US-355	Intent Classifier Offline Evaluation CLI with Production Log Replay	reject	433	haiku	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T00:45:05Z	5	1	US-359	Per-Intent Confidence Percentile Analytics Dashboard	reject	387	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T01:08:00Z	9	1	US-363	Create Profile-Specific Intent Whitelist Validator CLI	reject	370	sonnet	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T02:09:30Z	13	1	US-371	Intent Keyword Overlap Conflict Analyzer CLI	reject	301	haiku	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T02:43:20Z	13	1	US-373	Low-Confidence Intent Auto-Escalation Router	reject	436	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-24T02:54:19Z	14	1	US-374	Profile Data Cross-Reference Integrity Checker CLI	reject	316	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0	unknown	
2026-03-24T03:04:27Z	16	1	US-376	Intent Classification Hard-Case Review Queue with Admin Labeling	reject	688	sonnet	1		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T03:22:17Z	16	1	US-377	Conversation Context Window Size Optimizer CLI	reject	472	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T03:24:57Z	17	1	US-377	Conversation Context Window Size Optimizer CLI	reject	462	haiku	2		69c1c71e4169	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T03:39:26Z	17	1	US-378	Intent Classification Explanation Generator with Feature Attribution	reject	468	haiku	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T03:59:22Z	19	1	US-379	Booking Workflow Step Retry Configuration with Exponential Backoff	reject	350	sonnet	1		69c1cd80567e	false	0	0	0	0	0	0	0		0	0	0	0		
2026-03-24T07:57:15Z	8	1	US-388	Booking Confirmation Email Template Profile Validator CLI	reject	398	haiku	1		69c2262f2feb	false	0	0	0	0	0	0	0		0	0	0	0		
2026-04-10T20:12:22Z	4	1	US-393	Multi-Turn Conversation Context Debugger CLI	reject	595	haiku	1		69d94a8e5975	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T20:24:30Z	4	3	US-394	Audit and Remove Pelangi Hostel Keywords from Makan Moments Profile	reject	126	opus	1		69d94a77298b	false	0	0	0	0	0	0	0		0	0	0	0	unknown		
2026-04-10T20:53:10Z	6	1	US-395	Confidence Score Gating with Profile-Aware Escalation	reject	522	haiku	1		69d94a77298b	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T20:57:39Z	6	2	US-395	Confidence Score Gating with Profile-Aware Escalation	keep	214	sonnet	1	829488a1d839a75fef5189160d673982cd5c885f	69d94a77298b	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T21:39:55Z	8	1	US-400	Intent Confidence Tier Analyzer	keep	479	haiku	0	798fdf60ea7b2ef83aa5dd9d03d9ecaea5aef39c	69d94a8e5975	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T21:40:54Z	8	1	US-400	Intent Confidence Tier Analyzer	keep	238	haiku	0	68d40955ab5c0f852469c7787ea1cc8418817f2d	69d94a77298b	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T21:50:29Z	8	2	US-401	Multi-Turn Accuracy Baseline by Context Window Size	reject	554	haiku	1		69d94a77298b	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T22:47:50Z	10	1	US-416	Knowledge Base Profile Isolation Index Builder	reject	449	haiku	1		69d94a8e5975	false	0	0	0	0	0	0	0		0	0	0	0			
2026-04-10T22:53:39Z	10	2	US-401	Multi-Turn Accuracy Baseline by Context Window Size	keep	263	sonnet	1	6666a2f2d1f55ad96f49730041e49673d7d14da0	69d94a8e5975	false	0	0	0	0	0	0	0		0	0	0	0			
